Year	Month	Day	Hour	Min	Sec	s1	s2	s3	s4
2004	10	16	0	0	0	12.8	9.3	6.2	6.3
2004	10	17	0	0	0	7.8	3.5	-3.2	5.7
2004	10	18	0	0	0	6.7	2.7	-3.3	8
2004	10	19	0	0	0	5.6	5.1	-0.6	12.3
2004	10	20	0	0	0	9.2	4.5	-1.1	12.4
2004	10	21	0	0	0	6.6	5.9	0.3	7.4
2004	10	22	0	0	0	4.7	3.2	-1.6	2.2
2004	10	23	0	0	0	5.3	4.8	-0.8	0.7
2004	10	24	0	0	0	2.3	0.9	-2.9	1.9
2004	10	25	0	0	0	2	1.8	-1.9	3
2004	10	26	0	0	0	1.1	1	-2.4	5.6
2004	10	27	0	0	0	0.4	-0.3	-0.8	6.2
2004	10	28	0	0	0	1.3	-0.1	-1.5	9
2004	10	29	0	0	0	2.4	2.5	-1.5	7.9
2004	10	30	0	0	0	5.4	5.5	0.3	5.9
2004	10	31	0	0	0	1.8	2.3	-2.2	4.8
2004	11	1	0	0	0	-1.3	-2.2	-4.6	5
2004	11	2	0	0	0	4.1	3.7	-1.4	6.2
2004	11	3	0	0	0	7.3	5.2	-1.2	6.2
2004	11	4	0	0	0	-1.4	-1.9	-3.9	5.9
2004	11	5	0	0	0	-1.1	-0.3	-3	4.9
2004	11	6	0	0	0	0.8	2.4	-2	4.4
2004	11	7	0	0	0	7.2	5.9	-0.1	7.7
2004	11	8	0	0	0	4.1	0.8	0.5	6.4
2004	11	9	0	0	0	0.9	-0.5	-0.8	6
2004	11	10	0	0	0	4.3	3.4	0	17.6
2004	11	11	0	0	0	2.3	1.4	-0.9	18.5
2004	11	12	0	0	0	0.1	-0.7	-1.2	14
2004	11	13	0	0	0	-0.6	0.3	-8.3	14.8
2004	11	14	0	0	0	-0.1	1.2	-3.1	15.3
2004	11	15	0	0	0	0.3	0.4	-1.8	6.4
2004	11	16	0	0	0	1.4	2.8	0.4	4
2004	11	17	0	0	0	3.2	6.1	-0.3	4.7
2004	11	18	0	0	0	-1.1	-1.1	-0.7	5.9
2004	11	19	0	0	0	2.1	2.7	-2	3.4
2004	11	20	0	0	0	-0.4	-0.2	-5.5	4.2
2004	11	21	0	0	0	-3.2	-3.6	-4.5	4.4
2004	11	22	0	0	0	-1.2	-0.2	-3.6	4.1
2004	11	23	0	0	0	0.9	-1.2	-4.4	4.2
2004	11	24	0	0	0	2.7	1.1	-2.4	4.4
2004	11	25	0	0	0	6.4	4.6	1.1	3.6
2004	11	26	0	0	0	2.7	1.7	-3	3.4
2004	11	27	0	0	0	-3.8	-2.1	-4.7	6.1
2004	11	28	0	0	0	-4.4	-5.1	-7.7	2.9
2004	11	29	0	0	0	-4	-4.8	-6.8	3.6
2004	11	30	0	0	0	-5.9	-2.4	-7.4	11.7
2004	12	1	0	0	0	-2.4	-2	-5.9	9.9
2004	12	2	0	0	0	-0.1	0	-5.7	5.9
2004	12	3	0	0	0	0.2	1.6	-5.9	4.6
2004	12	4	0	0	0	-0.5	1.5	-3.9	5.6
2004	12	5	0	0	0	-4.2	-0.6	-4.1	12.1
2004	12	6	0	0	0	-0.4	-1.2	-5.7	12.1
2004	12	7	0	0	0	-0.2	-1.3	-8.4	13.6
2004	12	8	0	0	0	1.9	0.8	-3.2	15.9
2004	12	9	0	0	0	2.4	2.4	-3	15.2
2004	12	10	0	0	0	3	0.7	-2.4	8.6
2004	12	11	0	0	0	8.2	6.6	0.3	9.8
2004	12	12	0	0	0	2.4	-1.8	-7.6	13.6
2004	12	13	0	0	0	-2.9	-3.3	-10.4	9.3
2004	12	14	0	0	0	-1.6	-1.4	-6.4	7.6
2004	12	15	0	0	0	2.1	2	-1.7	8.1
2004	12	16	0	0	0	-0.9	1	-3	8.1
2004	12	17	0	0	0	-1.3	0.2	-3.2	9.9
2004	12	18	0	0	0	-2.2	-1.5	-4.3	11.3
2004	12	19	0	0	0	1.1	1.6	-1.9	8.7
2004	12	20	0	0	0	3.5	3.2	-4.3	9.4
2004	12	21	0	0	0	-0.7	-1.9	-6.3	8.4
2004	12	22	0	0	0	-3.1	-5.1	-11.1	9.7
2004	12	23	0	0	0	-10.3	-9.6	-16.3	9.3
2004	12	24	0	0	0	-7	-5.9	-7.4	8.9
2004	12	25	0	0	0	-1.7	-2.6	-4.8	8.6
2004	12	26	0	0	0	-2.7	-1.3	-5.6	9.4
2004	12	27	0	0	0	-4.6	-3.3	-14.2	9.8
2004	12	28	0	0	0	-5.9	-3.1	-13.6	8.9
2004	12	29	0	0	0	-6	-4.1	-8.1	7.9
2004	12	30	0	0	0	-2.7	-4.3	-8	5.9
2004	12	31	0	0	0	-3.4	-8.3	-18	6.4
2005	1	1	0	0	0	-9.9	-12.8	-22.3	6.6
2005	1	2	0	0	0	-10.4	-10.7	-20.6	8.2
2005	1	3	0	0	0	-12.6	-10.4	-18	7.6
2005	1	4	0	0	0	-12.6	-9.1	-16.8	7.5
2005	1	5	0	0	0	-13.5	-16.3	-19.4	10.8
2005	1	6	0	0	0	-16.4	-12.8	-14.4	8.1
2005	1	7	0	0	0	-8.4	-8.1	-15.6	8.7
2005	1	8	0	0	0	-5.3	-10.1	-19.1	8.4
2005	1	9	0	0	0	-7.8	-11.1	-20	12.3
2005	1	10	0	0	0	-9.9	-10	-17.9	14
2005	1	11	0	0	0	-8.4	-8.6	-18.1	10.4
2005	1	12	0	0	0	-5.7	-4	-12.2	9.9
2005	1	13	0	0	0	-3.1	-11.2	-26.1	11.9
2005	1	14	0	0	0	-8.5	-22.6	-29.1	12.7
2005	1	15	0	0	0	-17.6	-23.6	-35.4	10.6
2005	1	16	0	0	0	-13.3	-17.7	-19	12.4
2005	1	17	0	0	0	-7.9	-9.4	-8.5	14.8
2005	1	18	0	0	0	-1	-0.9	-1.3	16.4
2005	1	19	0	0	0	1	4.3	1.1	21.2
2005	1	20	0	0	0	-1.3	2.2	1.2	23.4
2005	1	21	0	0	0	2.3	2.4	0	17.2
2005	1	22	0	0	0	-0.6	1.6	-0.3	18.6
2005	1	23	0	0	0	1.7	2.2	1.3	18.2
2005	1	24	0	0	0	-1.3	-0.2	1	20.2
2005	1	25	0	0	0	-2.1	-0.8	0	24.7
2005	1	26	0	0	0	-1.6	0.6	-0.5	20.4
2005	1	27	0	0	0	0.3	0	-0.2	19
2005	1	28	0	0	0	1.4	0.6	-0.2	19.1
2005	1	29	0	0	0	-0.3	0.1	-1.1	21.7
2005	1	30	0	0	0	1.9	1.4	-1	25.5
2005	1	31	0	0	0	0.8	1.9	-1.1	20.9
2005	2	1	0	0	0	1.7	2.4	-1.8	22.3
2005	2	2	0	0	0	0.1	3.9	-1.9	19.2
2005	2	3	0	0	0	-1	1.2	-0.8	18.2
2005	2	4	0	0	0	-0.3	1.2	-0.2	17.3
2005	2	5	0	0	0	2.3	3.2	-3.3	18.7
2005	2	6	0	0	0	-1.4	-1.3	-6.6	20.1
2005	2	7	0	0	0	-3.6	-3.3	-9.6	19.6
2005	2	8	0	0	0	-1.4	-3.9	-8.3	20.7
2005	2	9	0	0	0	-1.2	-0.6	-7.4	19.7
2005	2	10	0	0	0	-2.3	-2.5	-5.9	19.1
2005	2	11	0	0	0	-2.1	-1.5	-11.2	16.9
2005	2	12	0	0	0	-0.2	-0.3	-4.6	18.3
2005	2	13	0	0	0	3.7	4.2	-2.1	22.6
2005	2	14	0	0	0	-2.1	-2.1	-6.7	23.5
2005	2	15	0	0	0	-3.6	-6.4	-10.3	22.6
2005	2	16	0	0	0	-5.4	-6.1	-16.5	26.6
2005	2	17	0	0	0	-4.8	-4.6	-8.1	19.6
2005	2	18	0	0	0	-3.9	-3.9	-11.4	19.2
2005	2	19	0	0	0	-2.8	-3.4	-10.8	18.7
2005	2	20	0	0	0	-0.8	-1.6	-11.7	19.2
2005	2	21	0	0	0	-1.7	-2.8	-9.6	15.3
2005	2	22	0	0	0	-2.4	-4.1	-11.8	15.6
2005	2	23	0	0	0	-3.8	-2.8	-12.9	15.6
2005	2	24	0	0	0	-0.9	-1.6	-6.8	17.2
2005	2	25	0	0	0	-0.2	-0.8	-5.6	17
2005	2	26	0	0	0	0.6	-0.4	-3.7	17.4
2005	2	27	0	0	0	1.3	0.1	-4	17.8
2005	2	28	0	0	0	1.1	0.4	-3.4	17
2005	3	1	0	0	0	5.8	4.1	-0.3	16.4
2005	3	2	0	0	0	2.7	1.8	0.3	20.1
2005	3	3	0	0	0	4.1	1.7	-1	24.7
2005	3	4	0	0	0	3.4	1.8	-0.5	22.7
2005	3	5	0	0	0	3.7	2.2	0.6	23.3
2005	3	6	0	0	0	6.3	6.3	1.4	17.9
2005	3	7	0	0	0	8.6	5.4	-0.8	18.3
2005	3	8	0	0	0	10.7	6.7	0.5	19.1
2005	3	9	0	0	0	9.8	7.7	2.8	19.7
2005	3	10	0	0	0	6	3.3	0.4	19.5
2005	3	11	0	0	0	5.3	3.6	1.3	20
2005	3	12	0	0	0	6.5	8.1	-0.2	20.4
2005	3	13	0	0	0	0.7	1.6	-2.3	22.6
2005	3	14	0	0	0	2.1	1.5	-4.1	22.4
2005	3	15	0	0	0	3.2	2.1	-3.4	20.4
2005	3	16	0	0	0	6.8	5.7	-2.2	19.3
2005	3	17	0	0	0	2.8	1	-5.4	19.1
2005	3	18	0	0	0	0	-1.6	-9.7	19.4
2005	3	19	0	0	0	1	-4.8	-11.3	18.6
2005	3	20	0	0	0	3.3	-2.7	-8.2	19.1
2005	3	21	0	0	0	2.7	0.4	-2.9	20.2
2005	3	22	0	0	0	1.1	-1.7	-6.4	20.5
2005	3	23	0	0	0	-0.9	-1.9	-9.8	21.4
2005	3	24	0	0	0	-2.9	-2.4	-9.8	22
2005	3	25	0	0	0	1.4	-0.5	-9.9	22.1
2005	3	26	0	0	0	1.6	2.1	-3.4	26.3
2005	3	27	0	0	0	8.6	5.3	-1.2	28.6
2005	3	28	0	0	0	7.6	6.7	0.4	26.2
2005	3	29	0	0	0	2.7	3.3	-2.2	22.2
2005	3	30	0	0	0	3.1	2.7	-1.7	22.3
2005	3	31	0	0	0	2.7	2.2	-7.8	22.2
2005	4	1	0	0	0	4.9	4.3	-1.7	22.9
2005	4	2	0	0	0	6.7	5.7	-2.1	22.4
2005	4	3	0	0	0	4.7	3	-2.1	22.4
2005	4	4	0	0	0	4.3	4.4	-3.6	21.6
2005	4	5	0	0	0	3.7	2.8	-0.7	19.4
2005	4	6	0	0	0	6.3	4.9	1	21.3
2005	4	7	0	0	0	11.2	9.7	4.5	20.1
2005	4	8	0	0	0	8.9	9.1	1.2	19.3
2005	4	9	0	0	0	6	3.4	-0.8	17.9
2005	4	10	0	0	0	6.7	5.4	-0.9	20.3
2005	4	11	0	0	0	4.2	3.8	-1.1	19.6
2005	4	12	0	0	0	5.1	2.9	-2.2	20.4
2005	4	13	0	0	0	4	3.3	-0.7	20.9
2005	4	14	0	0	0	2.7	3.3	-0.6	21.5
2005	4	15	0	0	0	3.5	4.1	-1.7	20.3
2005	4	16	0	0	0	7.2	9.5	2.2	20.8
2005	4	17	0	0	0	10.2	9.4	3.2	21.7
2005	4	18	0	0	0	5.2	4.8	-0.7	21.4
2005	4	19	0	0	0	6.7	7.9	0.7	21.6
2005	4	20	0	0	0	5.9	10.2	2.5	21.5
2005	4	21	0	0	0	6.7	7.9	5.3	22.4
2005	4	22	0	0	0	10.6	8.4	7.1	21.7
2005	4	23	0	0	0	12.1	10.7	7.1	22.3
2005	4	24	0	0	0	11.2	14.7	7.8	18.8
2005	4	25	0	0	0	12.7	12.3	9.4	18.6
2005	4	26	0	0	0	12.1	12.7	9.9	20.1
2005	4	27	0	0	0	8.4	7.4	1.2	21.2
2005	4	28	0	0	0	2.3	0.7	-2	20.7
2005	4	29	0	0	0	3	1.7	-2.5	20.3
2005	4	30	0	0	0	5	5.8	-0.3	19.9
2005	5	1	0	0	0	8.2	6.7	-0.6	20.8
2005	5	2	0	0	0	9.6	8.8	1.9	19.2
2005	5	3	0	0	0	10.4	9.6	4.3	19.3
2005	5	4	0	0	0	8.3	9.9	6.4	18.6
2005	5	5	0	0	0	11.3	10.6	6.5	20.4
2005	5	6	0	0	0	13.2	13.8	9.3	20.3
2005	5	7	0	0	0	10.7	12.4	7.3	19.7
2005	5	8	0	0	0	12.2	11.6	6.9	18.8
2005	5	9	0	0	0	13.2	12.2	6.2	17.7
2005	5	10	0	0	0	9.9	13.2	4.6	16.9
2005	5	11	0	0	0	10	10.9	4.4	18
2005	5	12	0	0	0	9	9.2	7.4	19.1
2005	5	13	0	0	0	13.1	12.3	9.9	19.1
2005	5	14	0	0	0	13.3	13.8	9.3	19.1
2005	5	15	0	0	0	12.2	12.1	9.7	19.3
2005	5	16	0	0	0	13.4	14.5	10.2	18.6
2005	5	17	0	0	0	8.5	11.3	6.2	19
2005	5	18	0	0	0	7.1	9.1	4	18.8
2005	5	19	0	0	0	11.9	11	5.8	19.1
2005	5	20	0	0	0	10.4	8.9	4.5	18.9
2005	5	21	0	0	0	9.9	9.1	3.2	19.1
2005	5	22	0	0	0	11.6	9.5	4.3	20.1
2005	5	23	0	0	0	8.5	10.1	3.4	20.6
2005	5	24	0	0	0	8.3	7.9	4.5	19.9
2005	5	25	0	0	0	9	9.6	5.6	18.5
2005	5	26	0	0	0	12.3	12.6	8.4	19.7
2005	5	27	0	0	0	14.6	13.9	11	19.9
2005	5	28	0	0	0	16.8	16.3	12.7	21.2
2005	5	29	0	0	0	18.5	18.1	10.7	22.7
2005	5	30	0	0	0	15.4	14	11.3	22.3
2005	5	31	0	0	0	13.2	13.5	10.5	20.3
2005	6	1	0	0	0	10.3	11.2	6.4	23.7
2005	6	2	0	0	0	8.7	8.9	7.9	24.4
2005	6	3	0	0	0	9.4	10	9.3	23.3
2005	6	4	0	0	0	12.3	12.7	8.5	23
2005	6	5	0	0	0	13.9	13.9	8.8	22.5
2005	6	6	0	0	0	9.2	10.9	6.2	26.8
2005	6	7	0	0	0	9.4	8.9	4.8	18.1
2005	6	8	0	0	0	10	8.9	4.9	16
2005	6	9	0	0	0	10.8	9.2	5.6	16.4
2005	6	10	0	0	0	12.8	11.6	8.9	17.7
2005	6	11	0	0	0	13.8	12.6	8.2	17.6
2005	6	12	0	0	0	11.9	10.8	6.8	18.3
2005	6	13	0	0	0	10.1	9.4	6.5	20
2005	6	14	0	0	0	13.2	11	6.5	21.5
2005	6	15	0	0	0	16.6	12.6	6.2	23.3
2005	6	16	0	0	0	15.8	14.5	8.2	23.8
2005	6	17	0	0	0	14.9	15.7	9.8	23.2
2005	6	18	0	0	0	9.4	11.7	6.9	20.9
2005	6	19	0	0	0	11.8	12.6	7.7	19.9
2005	6	20	0	0	0	17.7	16.2	10.2	17.9
2005	6	21	0	0	0	21.1	19.5	15.5	16.7
2005	6	22	0	0	0	23.3	22.2	16	16.8
2005	6	23	0	0	0	20.3	18	10.2	17.9
2005	6	24	0	0	0	16.8	14.4	9.5	15.1
2005	6	25	0	0	0	16.7	15.4	10.6	14.3
2005	6	26	0	0	0	15.9	15.2	11	13
2005	6	27	0	0	0	15.7	15	10.6	8.6
2005	6	28	0	0	0	13.7	13.8	9.1	9
2005	6	29	0	0	0	14.9	14.2	9.7	11.7
2005	6	30	0	0	0	15.9	15.9	12	13.9
2005	7	1	0	0	0	19.9	18.2	11.6	15.4
2005	7	2	0	0	0	17.5	17.4	10.6	16.2
2005	7	3	0	0	0	15.4	12.2	8.5	15.3
2005	7	4	0	0	0	17.3	15.6	10.6	14.9
2005	7	5	0	0	0	19.8	17.6	13.1	14.8
2005	7	6	0	0	0	21.6	19.3	14.4	14.3
2005	7	7	0	0	0	23	20.7	11.3	14.8
2005	7	8	0	0	0	21.7	18	12	15.4
2005	7	9	0	0	0	20.5	18.1	10.6	14.4
2005	7	10	0	0	0	14.4	13.7	9.1	13.6
2005	7	11	0	0	0	19.3	16.7	10.2	11.5
2005	7	12	0	0	0	22.4	19.4	12.1	10.6
2005	7	13	0	0	0	25.6	21.6	14.5	10.7
2005	7	14	0	0	0	20.2	17.6	12.7	12.2
2005	7	15	0	0	0	21.9	18.7	14.3	13.1
2005	7	16	0	0	0	25.6	20.3	12.1	14.1
2005	7	17	0	0	0	14.8	14.8	10.7	14.3
2005	7	18	0	0	0	19.4	16.9	13.7	14.4
2005	7	19	0	0	0	23	20.9	14.5	13.1
2005	7	20	0	0	0	22.5	19.7	14.4	12.5
2005	7	21	0	0	0	22.6	20.2	15	12.1
2005	7	22	0	0	0	24.3	20.1	14.2	11.2
2005	7	23	0	0	0	24.1	22.2	13.5	8.1
2005	7	24	0	0	0	20.8	17.8	12.5	6.1
2005	7	25	0	0	0	20.8	19.5	12.9	6
2005	7	26	0	0	0	16.8	15.4	12.4	7.6
2005	7	27	0	0	0	20.3	18	14.3	9.8
2005	7	28	0	0	0	21.8	20.2	16.4	11.2
2005	7	29	0	0	0	23.1	21.2	16.7	11.8
2005	7	30	0	0	0	23.3	21.1	15.3	14
2005	7	31	0	0	0	24	20.9	16.6	18.7
2005	8	1	0	0	0	23.4	23.4	16.7	19.7
2005	8	2	0	0	0	22.4	21	15.1	12.1
2005	8	3	0	0	0	20.3	18.2	13	8.8
2005	8	4	0	0	0	20.9	18.8	13.1	12.4
2005	8	5	0	0	0	23.8	20.2	15.4	14.1
2005	8	6	0	0	0	24.7	21.4	16.1	14.1
2005	8	7	0	0	0	26	22	16.9	16.6
2005	8	8	0	0	0	24.8	22.1	16.5	11.4
2005	8	9	0	0	0	24.7	22.9	15.6	6.7
2005	8	10	0	0	0	23.6	23	13.2	6.6
2005	8	11	0	0	0	21.6	18.2	11.7	6.5
2005	8	12	0	0	0	19.7	16.3	10.3	6.8
2005	8	13	0	0	0	13.6	10.6	7.5	5.9
2005	8	14	0	0	0	14.8	12.9	11.5	4.3
2005	8	15	0	0	0	17.9	15.4	14.1	4
2005	8	16	0	0	0	20.2	19.6	15.5	4
2005	8	17	0	0	0	19.8	17.5	11.3	5.6
2005	8	18	0	0	0	15.8	12.3	7.4	6.2
2005	8	19	0	0	0	15.3	12.9	8.6	5.6
2005	8	20	0	0	0	18.1	15.2	11	6.3
2005	8	21	0	0	0	21.8	18	13.9	7
2005	8	22	0	0	0	22.2	18.6	15.9	5.3
2005	8	23	0	0	0	19.1	16.2	11.5	3.4
2005	8	24	0	0	0	15.1	12.1	6.7	3.6
2005	8	25	0	0	0	13.3	11.3	9.4	4.7
2005	8	26	0	0	0	17	13.8	10.8	5.3
2005	8	27	0	0	0	19.4	15.9	12.4	6.1
2005	8	28	0	0	0	20.4	17.2	13	7.7
2005	8	29	0	0	0	21	17.2	12.1	8.7
2005	8	30	0	0	0	15.8	12	7.4	7.7
2005	8	31	0	0	0	13.2	14.4	8.4	7.3
2005	9	1	0	0	0	15.4	13.3	9.5	7.1
2005	9	2	0	0	0	17.8	14.9	11.2	6.6
2005	9	3	0	0	0	20.6	18.8	11.5	6.4
2005	9	4	0	0	0	17.6	18.6	10	8.1
2005	9	5	0	0	0	16.2	16.3	8.2	11.2
2005	9	6	0	0	0	15.7	12.5	7	11.8
2005	9	7	0	0	0	16.9	13.8	8.8	9.4
2005	9	8	0	0	0	17.8	13.8	10.7	8.7
2005	9	9	0	0	0	17.4	14.1	10.9	6.9
2005	9	10	0	0	0	9	8	5.5	5
2005	9	11	0	0	0	8.6	4.9	3.9	4.5
2005	9	12	0	0	0	10.5	7.4	5.6	6.2
2005	9	13	0	0	0	11.1	9.7	5.4	10.5
2005	9	14	0	0	0	12.4	12.2	6.9	7.4
2005	9	15	0	0	0	13.2	12.1	5.3	9.3
2005	9	16	0	0	0	14.9	12.6	6.4	15.7
2005	9	17	0	0	0	12.2	12.6	5.6	15.3
2005	9	18	0	0	0	11.7	10.7	6.2	13.3
2005	9	19	0	0	0	12.1	10.5	7.2	14.2
2005	9	20	0	0	0	14.2	11.3	6.2	7.3
2005	9	21	0	0	0	13.6	10.2	4.4	3.1
2005	9	22	0	0	0	10.1	8.4	3.3	0.7
2005	9	23	0	0	0	12.1	9.9	3.6	1.2
2005	9	24	0	0	0	6.6	6.2	2.8	2.6
2005	9	25	0	0	0	8	5.9	3.2	2.9
2005	9	26	0	0	0	10.2	8.2	6.1	1.6
2005	9	27	0	0	0	12	8.7	4.8	2.7
2005	9	28	0	0	0	10.9	7.7	3.1	4.8
2005	9	29	0	0	0	10	12.1	6.2	7.7
2005	9	30	0	0	0	17.9	15.4	8.9	9.1
2005	10	1	0	0	0	13.3	10.3	5.4	4.7
2005	10	2	0	0	0	7.4	6.5	2.4	4.3
2005	10	3	0	0	0	6.6	4.8	0.2	10.8
2005	10	4	0	0	0	5.5	6.8	0.3	14.9
2005	10	5	0	0	0	5.8	5	0.8	12.2
2005	10	6	0	0	0	5.3	3.4	0.6	8.6
2005	10	7	0	0	0	8.8	8.6	3.9	13.4
2005	10	8	0	0	0	8.2	5.3	2.9	13.4
2005	10	9	0	0	0	6.6	3.3	0.9	6.9
2005	10	10	0	0	0	4.9	3.4	1.7	5.1
2005	10	11	0	0	0	6.8	6.9	3.1	4.4
2005	10	12	0	0	0	5	4.1	2	3.7
2005	10	13	0	0	0	8	8.3	4.1	6.1
2005	10	14	0	0	0	7.9	7.2	4.5	6.8
2005	10	15	0	0	0	10.6	8.4	7.2	0.8
2005	10	16	0	0	0	10.9	9.5	5.1	-1.2
2005	10	17	0	0	0	13.5	13.4	6.5	3.7
2005	10	18	0	0	0	13.3	13.6	7.2	8.6
2005	10	19	0	0	0	10.4	5.3	2.8	2.9
2005	10	20	0	0	0	10.4	9.4	4.8	1.8
2005	10	21	0	0	0	7.8	4.7	3.9	14.6
2005	10	22	0	0	0	6.8	4.1	2.4	16.7
2005	10	23	0	0	0	6	2.9	3	17.9
2005	10	24	0	0	0	6.4	4.8	4	4.5
2005	10	25	0	0	0	6.3	4.4	5.3	-0.4
2005	10	26	0	0	0	8.6	5	5.6	-1.1
2005	10	27	0	0	0	7.7	5.4	2.3	-0.9
2005	10	28	0	0	0	5.9	3.8	-0.4	-3
2005	10	29	0	0	0	5.2	4.6	0.9	-1.8
2005	10	30	0	0	0	5.3	4.9	0	-2.5
2005	10	31	0	0	0	1.1	1.1	-0.3	-5.2
2005	11	1	0	0	0	5.4	4.9	1.2	-5.2
2005	11	2	0	0	0	7.1	5.4	-0.4	-4.1
2005	11	3	0	0	0	4	1.2	-2.2	-3.6
2005	11	4	0	0	0	5	4.1	-1.2	-2.5
2005	11	5	0	0	0	2.7	3.6	-1.8	-1.4
2005	11	6	0	0	0	3	3.2	-2.1	-1.8
2005	11	7	0	0	0	1.3	1.1	-3	-1.7
2005	11	8	0	0	0	1	1.2	-4	-1.4
2005	11	9	0	0	0	-2.4	0.8	-3.6	-1.5
2005	11	10	0	0	0	-1.9	1.8	-2	-0.5
2005	11	11	0	0	0	1.1	7.4	1.3	0.7
2005	11	12	0	0	0	2.3	3.2	-2.9	3.1
2005	11	13	0	0	0	-0.1	0.8	-3.6	4.4
2005	11	14	0	0	0	1	0.5	-3	3.9
2005	11	15	0	0	0	-2.3	-4.2	-11.3	2.9
2005	11	16	0	0	0	-1.1	-0.8	-6.2	2
2005	11	17	0	0	0	2.1	-0.4	-4.2	1.9
2005	11	18	0	0	0	-1.7	0.6	-4.1	3
2005	11	19	0	0	0	-1.7	-2.5	-2.6	3.7
2005	11	20	0	0	0	-2	0.2	-1.7	3.3
2005	11	21	0	0	0	-1.7	0.2	-1.9	2.9
2005	11	22	0	0	0	-2.1	-0.4	-3.3	4.9
2005	11	23	0	0	0	-3.1	-1	-3.8	11.1
2005	11	24	0	0	0	-3.8	-2.1	-5.3	11.7
2005	11	25	0	0	0	-4.5	-1.7	-6.5	12.9
2005	11	26	0	0	0	-1.2	0.3	-2.2	12.6
2005	11	27	0	0	0	-1.2	-0.9	-4.3	11.9
2005	11	28	0	0	0	-3	-4.2	-9.7	8.6
2005	11	29	0	0	0	-5.8	-7.7	-10.9	4.6
2005	11	30	0	0	0	-4.5	-6.6	-17.4	5.6
2005	12	1	0	0	0	-6.1	-8.6	-20.9	5.3
2005	12	2	0	0	0	-4.2	-7.8	-16.5	5.1
2005	12	3	0	0	0	-3.1	-6.5	-16.1	5
2005	12	4	0	0	0	-6.3	-14.7	-22	6.1
2005	12	5	0	0	0	-4.8	-4.8	-14	5.8
2005	12	6	0	0	0	-8.2	-12.2	-22.3	5.7
2005	12	7	0	0	0	-20.1	-20.1	-30.7	11.5
2005	12	8	0	0	0	-21.2	-13.7	-18.4	5.8
2005	12	9	0	0	0	-14.7	-9.2	-13.4	5.3
2005	12	10	0	0	0	-12.5	-12.8	-8.4	5.3
2005	12	11	0	0	0	-12.4	-7	-9.4	6.1
2005	12	12	0	0	0	-14	-7.4	-14	7.3
2005	12	13	0	0	0	-8.6	-5.9	-8	6.9
2005	12	14	0	0	0	-2.6	-8.6	-8.8	10.3
2005	12	15	0	0	0	-11.6	-9.2	-18.9	16.8
2005	12	16	0	0	0	-10	-10.7	-17.8	18.7
2005	12	17	0	0	0	-9.4	-18.2	-16.7	13.6
2005	12	18	0	0	0	-15.7	-20.8	-21.3	19.3
2005	12	19	0	0	0	-17.3	-21.3	-26	24.6
2005	12	20	0	0	0	-8.2	-9.6	-7.8	22.2
2005	12	21	0	0	0	-3.8	-5	-1	11.1
2005	12	22	0	0	0	-0.3	-0.6	-0.1	12.9
2005	12	23	0	0	0	3.8	2.9	0	9.1
2005	12	24	0	0	0	1.4	2.3	-0.2	11.9
2005	12	25	0	0	0	-0.2	-0.9	0.1	14.7
2005	12	26	0	0	0	0.9	0.4	0.1	10.2
2005	12	27	0	0	0	0.6	1.6	-0.3	9.1
2005	12	28	0	0	0	0.8	-0.5	-1.4	8.8
2005	12	29	0	0	0	2.2	0.1	-2.6	8.7
2005	12	30	0	0	0	0.5	-0.7	-4.6	8.7
2005	12	31	0	0	0	0.8	0.1	-1.9	8.9
2006	1	1	0	0	0	2.8	0.9	-3.9	10.6
2006	1	2	0	0	0	2.8	0.3	-1.8	13.6
2006	1	3	0	0	0	-0.4	0.7	-2.5	14.7
2006	1	4	0	0	0	0.4	-0.6	-3	11.8
2006	1	5	0	0	0	-0.9	-2.9	-4.5	19.1
2006	1	6	0	0	0	-1.7	-0.5	-0.6	15.6
2006	1	7	0	0	0	-0.3	1.1	0.2	20.3
2006	1	8	0	0	0	1.4	1.3	-1.5	8.2
2006	1	9	0	0	0	-0.4	-0.1	-3.7	8.4
2006	1	10	0	0	0	4.4	1.8	-1.7	13.2
2006	1	11	0	0	0	5.7	3.7	-0.8	17.4
2006	1	12	0	0	0	2.1	1.6	-3.1	18.8
2006	1	13	0	0	0	1.9	0.7	-2.7	14.3
2006	1	14	0	0	0	2.9	1.4	0.1	10.9
2006	1	15	0	0	0	2.7	1.9	-2.6	19.2
2006	1	16	0	0	0	-1.5	-2.7	-6.4	19.3
2006	1	17	0	0	0	0.4	-0.7	-3.6	15.7
2006	1	18	0	0	0	1.9	-0.3	-5.1	15.7
2006	1	19	0	0	0	-0.2	-2.2	-5.8	14.6
2006	1	20	0	0	0	0.8	-0.9	-5.9	18.7
2006	1	21	0	0	0	-1.2	-2.2	-4.7	17
2006	1	22	0	0	0	-0.6	-1.2	-6.3	16.6
2006	1	23	0	0	0	2	1.9	-3.7	15.9
2006	1	24	0	0	0	0.7	3.4	-1.8	18.9
2006	1	25	0	0	0	-1.8	-1.9	-2.1	21.2
2006	1	26	0	0	0	-1.6	-0.7	-2.8	19.9
2006	1	27	0	0	0	-0.7	0.1	-3.9	20.2
2006	1	28	0	0	0	0.2	-0.2	-5.3	18
2006	1	29	0	0	0	0.3	-0.3	-4.9	15.7
2006	1	30	0	0	0	3.6	2.8	-2.7	18.6
2006	1	31	0	0	0	2.1	2.1	-3.3	22.2
