Year	Month	Day	Hour	Min	Sec	s1	s2	s3
2005	4	15	0	0	0	0	1.27	5.08
2005	4	16	0	0	0	0.762	0.254	0
2005	4	17	0	0	0	1.778	1.27	0
2005	4	18	0	0	0	0	0	17.78
2005	4	19	0	0	0	0	0	15.24
2005	4	20	0	0	0	0	0	7.62
2005	4	21	0	0	0	0	0	7.62
2005	4	22	0	0	0	0	0	0
2005	4	23	0	0	0	0	0.762	0
2005	4	24	0	0	0	0	0	0
2005	4	25	0	0	0	0	0	0
2005	4	26	0	0	0	0	0	2.54
2005	4	27	0	0	0	0	0	7.62
2005	4	28	0	0	0	0	0	5.08
2005	4	29	0	0	0	0	0	0
2005	4	30	0	0	0	0	0	0
2005	5	1	0	0	0	0	0	2.54
2005	5	2	0	0	0	1.524	2.794	0
2005	5	3	0	0	0	0.762	2.286	2.54
2005	5	4	0	0	0	0	0.508	0
2005	5	5	0	0	0	1.27	1.778	0
2005	5	6	0	0	0	1.778	3.302	2.54
2005	5	7	0	0	0	2.54	0	7.62
2005	5	8	0	0	0	0	3.302	2.54
2005	5	9	0	0	0	0	21.844	7.62
2005	5	10	0	0	0	0	2.032	20.32
2005	5	11	0	0	0	0	0	2.54
2005	5	12	0	0	0	0	0	0
2005	5	13	0	0	0	0.254	2.794	0
2005	5	14	0	0	0	0.254	4.826	2.54
2005	5	15	0	0	0	1.524	4.826	0
2005	5	16	0	0	0	5.842	0	12.7
2005	5	17	0	0	0	0	0	0
2005	5	18	0	0	0	3.556	12.954	5.08
2005	5	19	0	0	0	2.54	3.048	0
2005	5	20	0	0	0	2.794	12.446	2.54
2005	5	21	0	0	0	3.81	11.43	5.08
2005	5	22	0	0	0	1.524	0	0
2005	5	23	0	0	0	0	0.508	0
2005	5	24	0	0	0	0.254	0	0
2005	5	25	0	0	0	0	0	0
2005	5	26	0	0	0	0	0	0
2005	5	27	0	0	0	0	0	0
2005	5	28	0	0	0	0	0	0
2005	5	29	0	0	0	0	0	0
2005	5	30	0	0	0	0	0	0
2005	5	31	0	0	0	7.62	5.842	5.08
2005	6	1	0	0	0	25.4	0.762	40.64
2005	6	2	0	0	0	11.684	1.016	48.26
2005	6	3	0	0	0	11.938	0	20.32
2005	6	4	0	0	0	0	7.112	0
2005	6	5	0	0	0	0	0	10.16
2005	6	6	0	0	0	5.08	0.762	2.54
2005	6	7	0	0	0	11.684	0	12.7
2005	6	8	0	0	0	2.032	0	0
2005	6	9	0	0	0	3.556	0	7.62
2005	6	10	0	0	0	3.048	0	0
2005	6	11	0	0	0	8.636	0	0
2005	6	12	0	0	0	2.54	0	15.24
2005	6	13	0	0	0	0	2.54	0
2005	6	14	0	0	0	0.254	0	2.54
2005	6	15	0	0	0	0	0	0
2005	6	16	0	0	0	9.652	0.254	10.16
2005	6	17	0	0	0	2.794	0.762	2.54
2005	6	18	0	0	0	0.508	0	0
2005	6	19	0	0	0	0	0	0
2005	6	20	0	0	0	0	0	0
2005	6	21	0	0	0	0	0	0
2005	6	22	0	0	0	0.254	0	0
2005	6	23	0	0	0	0	0	0
2005	6	24	0	0	0	0	0	0
2005	6	25	0	0	0	0	0	0
2005	6	26	0	0	0	2.54	0.508	7.62
2005	6	27	0	0	0	9.144	7.366	10.16
2005	6	28	0	0	0	28.194	8.382	5.08
2005	6	29	0	0	0	0	0	2.54
2005	6	30	0	0	0	0	0	0
2005	7	1	0	0	0	0	0	0
2005	7	2	0	0	0	0	0	0
2005	7	3	0	0	0	0	0	0
2005	7	4	0	0	0	0	0	0
2005	7	5	0	0	0	0	0	2.54
2005	7	6	0	0	0	0	0	0
2005	7	7	0	0	0	0	0	0
2005	7	8	0	0	0	3.556	13.716	0
2005	7	9	0	0	0	0	8.89	0
2005	7	10	0	0	0	2.286	0.508	2.54
2005	7	11	0	0	0	0	0	0
2005	7	12	0	0	0	0	0	0
2005	7	13	0	0	0	0	0	0
2005	7	14	0	0	0	0	0	0
2005	7	15	0	0	0	1.016	4.064	0
2005	7	16	0	0	0	0.508	0	0
2005	7	17	0	0	0	0	0	0
2005	7	18	0	0	0	0	0	0
2005	7	19	0	0	0	0	0	0
2005	7	20	0	0	0	0	0	0
2005	7	21	0	0	0	0.254	0.254	0
2005	7	22	0	0	0	0	0	0
2005	7	23	0	0	0	0	0	0
2005	7	24	0	0	0	0	0	0
2005	7	25	0	0	0	0	0	0
2005	7	26	0	0	0	0	0	2.54
2005	7	27	0	0	0	0	0	0
2005	7	28	0	0	0	0	0	0
2005	7	29	0	0	0	0	0	2.54
2005	7	30	0	0	0	0	0	0
2005	7	31	0	0	0	0.254	0	0
2005	8	1	0	0	0	0.254	0	0
2005	8	2	0	0	0	0	0	0
2005	8	3	0	0	0	0	0	0
2005	8	4	0	0	0	0	0	0
2005	8	5	0	0	0	0	0	0
2005	8	6	0	0	0	0	0	0
2005	8	7	0	0	0	0	0	0
2005	8	8	0	0	0	0	0	0
2005	8	9	0	0	0	1.016	0	0
2005	8	10	0	0	0	0.254	0	0
2005	8	11	0	0	0	0.254	0	2.54
2005	8	12	0	0	0	3.556	0.254	17.78
2005	8	13	0	0	0	0	0	2.54
2005	8	14	0	0	0	0	0	0
2005	8	15	0	0	0	0	0	2.54
2005	8	16	0	0	0	0.508	11.176	0
2005	8	17	0	0	0	1.524	0.254	7.62
2005	8	18	0	0	0	0.254	0	2.54
2005	8	19	0	0	0	0	0	0
2005	8	20	0	0	0	0	0	0
2005	8	21	0	0	0	0	0	0
2005	8	22	0	0	0	0	0	0
2005	8	23	0	0	0	0	0	0
2005	8	24	0	0	0	0.508	0	5.08
2005	8	25	0	0	0	0	0	0
2005	8	26	0	0	0	0	0	2.54
2005	8	27	0	0	0	0	0	0
2005	8	28	0	0	0	0	0	0
2005	8	29	0	0	0	0	0	0
2005	8	30	0	0	0	0	0	0
2005	8	31	0	0	0	0	0	0
2005	9	1	0	0	0	0	0	0
2005	9	2	0	0	0	0	0	0
2005	9	3	0	0	0	0	0	0
2005	9	4	0	0	0	0	0	0
2005	9	5	0	0	0	0	0	0
2005	9	6	0	0	0	0	0	0
2005	9	7	0	0	0	0	0	0
2005	9	8	0	0	0	1.016	0	0
2005	9	9	0	0	0	13.97	0	2.54
2005	9	10	0	0	0	28.448	0.508	22.86
2005	9	11	0	0	0	7.366	2.032	12.7
2005	9	12	0	0	0	6.858	0	5.08
2005	9	13	0	0	0	0.762	0	2.54
2005	9	14	0	0	0	0	0	0
2005	9	15	0	0	0	0	0	0
2005	9	16	0	0	0	1.27	0	2.54
2005	9	17	0	0	0	0	0	0
2005	9	18	0	0	0	0.254	0	0
2005	9	19	0	0	0	0	0	0
2005	9	20	0	0	0	0	0	0
2005	9	21	0	0	0	0	0	0
2005	9	22	0	0	0	0	0	0
2005	9	23	0	0	0	0	0	2.54
2005	9	24	0	0	0	0	0	0
2005	9	25	0	0	0	0	0	2.54
2005	9	26	0	0	0	0	0	2.54
2005	9	27	0	0	0	0	0	0
2005	9	28	0	0	0	0.508	3.048	0
2005	9	29	0	0	0	2.032	8.636	33.02
2005	9	30	0	0	0	14.224	12.954	0
2005	10	1	0	0	0	0.254	0	10.16
2005	10	2	0	0	0	0.254	0	2.54
2005	10	3	0	0	0	0	0.508	5.08
2005	10	4	0	0	0	0	0.254	7.62
2005	10	5	0	0	0	0	0	0
2005	10	6	0	0	0	0.254	1.778	2.54
2005	10	7	0	0	0	2.286	0	2.54
2005	10	8	0	0	0	0	0	0
2005	10	9	0	0	0	0	0	0
2005	10	10	0	0	0	0	0	0
2005	10	11	0	0	0	0	0	0
2005	10	12	0	0	0	0.254	2.032	2.54
2005	10	13	0	0	0	0	0	0
2005	10	14	0	0	0	0	0	0
2005	10	15	0	0	0	0	0	0
2005	10	16	0	0	0	0	0	5.08
2005	10	17	0	0	0	0	0	0
2005	10	18	0	0	0	0	1.016	0
2005	10	19	0	0	0	2.794	0.508	0
2005	10	20	0	0	0	0.762	0	7.62
2005	10	21	0	0	0	0	0	0
2005	10	22	0	0	0	0	0	0
2005	10	23	0	0	0	0	0	0
2005	10	24	0	0	0	0	0	0
2005	10	25	0	0	0	0	1.016	0
2005	10	26	0	0	0	5.588	2.032	0
2005	10	27	0	0	0	4.318	0	10.16
2005	10	28	0	0	0	1.016	4.572	2.54
2005	10	29	0	0	0	1.778	0	0
2005	10	30	0	0	0	0	1.524	2.54
2005	10	31	0	0	0	3.048	5.842	10.16
2005	11	1	0	0	0	0	7.62	15.24
2005	11	2	0	0	0	0	0	2.54
2005	11	3	0	0	0	0.508	9.144	2.54
2005	11	4	0	0	0	1.016	4.064	10.16
2005	11	5	0	0	0	1.524	4.318	7.62
2005	11	6	0	0	0	0	0	12.7
2005	11	7	0	0	0	0.762	4.064	5.08
2005	11	8	0	0	0	0	0	5.08
2005	11	9	0	0	0	0	0	5.08
2005	11	10	0	0	0	0	0	0
2005	11	11	0	0	0	0.508	3.048	0
2005	11	12	0	0	0	0	0	7.62
2005	11	13	0	0	0	0.254	3.556	10.16
2005	11	14	0	0	0	1.524	0	7.62
2005	11	15	0	0	0	0.254	0.254	5.08
2005	11	16	0	0	0	1.016	0	5.08
2005	11	17	0	0	0	0	0	0
2005	11	18	0	0	0	0	0	0
2005	11	19	0	0	0	0	0	0
2005	11	20	0	0	0	0	0	0
2005	11	21	0	0	0	0	0	0
2005	11	22	0	0	0	0	0	0
2005	11	23	0	0	0	0	0	0
2005	11	24	0	0	0	0	0.254	0
2005	11	25	0	0	0	0.254	4.572	2.54
2005	11	26	0	0	0	2.54	0	7.62
2005	11	27	0	0	0	3.81	0.254	12.7
2005	11	28	0	0	0	0	1.016	0
2005	11	29	0	0	0	1.524	8.382	2.54
2005	11	30	0	0	0	3.556	0.762	7.62
2005	12	1	0	0	0	0	5.08	2.54
2005	12	2	0	0	0	0.254	0.254	17.78
2005	12	3	0	0	0	0	0.254	0
2005	12	4	0	0	0	2.286	0	2.54
2005	12	5	0	0	0	2.794	0	12.7
2005	12	6	0	0	0	0	0	2.54
2005	12	7	0	0	0	0	0	2.54
2005	12	8	0	0	0	0	0	5.08
2005	12	9	0	0	0	0	0	0
2005	12	10	0	0	0	0	0	0
2005	12	11	0	0	0	0	0	2.54
2005	12	12	0	0	0	0.254	0.254	2.54
2005	12	13	0	0	0	3.048	0	2.54
2005	12	14	0	0	0	0	0	0
2005	12	15	0	0	0	0	0	0
2005	12	16	0	0	0	0	0	0
2005	12	17	0	0	0	0	0	0
2005	12	18	0	0	0	0	0	0
2005	12	19	0	0	0	1.27	0	7.62
2005	12	20	0	0	0	0	0.254	5.08
2005	12	21	0	0	0	2.794	11.176	2.54
2005	12	22	0	0	0	4.572	12.446	7.62
2005	12	23	0	0	0	1.27	3.556	10.16
2005	12	24	0	0	0	0.254	0	10.16
2005	12	25	0	0	0	0	2.54	0
2005	12	26	0	0	0	0.508	6.35	0
2005	12	27	0	0	0	4.064	12.7	5.08
2005	12	28	0	0	0	9.144	0	5.08
2005	12	29	0	0	0	0	1.016	0
2005	12	30	0	0	0	7.874	11.43	2.54
2005	12	31	0	0	0	10.16	9.144	5.08
2006	1	1	0	0	0	1.016	1.016	5.08
2006	1	2	0	0	0	3.302	3.556	0
2006	1	3	0	0	0	0.508	4.826	2.54
2006	1	4	0	0	0	0	0	7.62
2006	1	5	0	0	0	1.016	0.254	5.08
2006	1	6	0	0	0	5.588	6.858	5.08
2006	1	7	0	0	0	7.366	9.398	5.08
2006	1	8	0	0	0	0.254	0	0
2006	1	9	0	0	0	5.588	20.828	5.08
2006	1	10	0	0	0	7.366	15.748	27.94
2006	1	11	0	0	0	0.254	0	20.32
2006	1	12	0	0	0	1.524	4.826	10.16
2006	1	13	0	0	0	3.81	7.62	25.4
2006	1	14	0	0	0	7.366	7.874	10.16
2006	1	15	0	0	0	0	0	7.62
2006	1	16	0	0	0	2.032	6.35	0
2006	1	17	0	0	0	2.54	8.128	10.16
2006	1	18	0	0	0	0	0	0
2006	1	19	0	0	0	0.254	0.254	5.08
2006	1	20	0	0	0	1.016	2.54	17.78
2006	1	21	0	0	0	0	0	5.08
2006	1	22	0	0	0	0	0	5.08
2006	1	23	0	0	0	0	0	5.08
2006	1	24	0	0	0	0	0	0
2006	1	25	0	0	0	0	0.254	0
2006	1	26	0	0	0	0	1.778	2.54
2006	1	27	0	0	0	0	0	7.62
2006	1	28	0	0	0	0.508	0	10.16
2006	1	29	0	0	0	0	6.604	12.7
2006	1	30	0	0	0	0	0.508	22.86
2006	1	31	0	0	0	0.508	0	7.62
2006	2	1	0	0	0	0.254	2.794	15.24
2006	2	2	0	0	0	1.778	6.604	5.08
2006	2	3	0	0	0	0	0	0
2006	2	4	0	0	0	0.508	1.27	10.16
2006	2	5	0	0	0	0	0	5.08
2006	2	6	0	0	0	0	0	0
2006	2	7	0	0	0	0	0	0
2006	2	8	0	0	0	0	0	2.54
2006	2	9	0	0	0	0	0	0
2006	2	10	0	0	0	0	0	0
2006	2	11	0	0	0	0	0	2.54
2006	2	12	0	0	0	0	1.016	0
2006	2	13	0	0	0	3.556	2.032	2.54
2006	2	14	0	0	0	0	0	17.78
2006	2	15	0	0	0	0	1.524	0
2006	2	16	0	0	0	0	0	0
2006	2	17	0	0	0	0	0	0
2006	2	18	0	0	0	0	0	2.54
2006	2	19	0	0	0	0	0	2.54
2006	2	20	0	0	0	0.762	0	0
2006	2	21	0	0	0	0.254	0	7.62
2006	2	22	0	0	0	2.032	0	17.78
2006	2	23	0	0	0	5.588	0	33.02
2006	2	24	0	0	0	0	0	5.08
2006	2	25	0	0	0	0.254	0	7.62
2006	2	26	0	0	0	1.27	4.826	5.08
2006	2	27	0	0	0	7.62	7.112	2.54
2006	2	28	0	0	0	5.588	5.588	7.62
2006	3	1	0	0	0	0	0	0
2006	3	2	0	0	0	0.762	0	0
2006	3	3	0	0	0	0	0	0
2006	3	4	0	0	0	0	0	2.54
2006	3	5	0	0	0	0	0.508	2.54
2006	3	6	0	0	0	4.318	2.286	7.62
2006	3	7	0	0	0	0.508	0	0
2006	3	8	0	0	0	0	4.572	7.62
2006	3	9	0	0	0	1.016	0	2.54
2006	3	10	0	0	0	0	0.254	0
2006	3	11	0	0	0	0	0	0
2006	3	12	0	0	0	0	0	0
2006	3	13	0	0	0	0	0.762	2.54
2006	3	14	0	0	0	0	4.826	2.54
2006	3	15	0	0	0	0	0	0
2006	3	16	0	0	0	0	0.762	2.54
2006	3	17	0	0	0	1.016	3.302	5.08
2006	3	18	0	0	0	0	0	15.24
2006	3	19	0	0	0	0	0	5.08
2006	3	20	0	0	0	0	0	0
2006	3	21	0	0	0	0	0.762	0
2006	3	22	0	0	0	0	1.016	0
2006	3	23	0	0	0	0	0	0
2006	3	24	0	0	0	0.254	6.096	0
2006	3	25	0	0	0	6.604	2.032	5.08
2006	3	26	0	0	0	0	0	7.62
2006	3	27	0	0	0	0	0.254	0
2006	3	28	0	0	0	0.254	0	0
2006	3	29	0	0	0	0.508	0	10.16
2006	3	30	0	0	0	0	3.81	2.54
2006	3	31	0	0	0	0.508	0.762	2.54
2006	4	1	0	0	0	4.826	1.524	0
2006	4	2	0	0	0	0	0	5.08
2006	4	3	0	0	0	0.762	2.54	0
2006	4	4	0	0	0	10.16	1.524	20.32
2006	4	5	0	0	0	6.35	3.302	5.08
2006	4	6	0	0	0	10.16	0	30.48
2006	4	7	0	0	0	0	0	5.08
2006	4	8	0	0	0	0.254	9.144	2.54
2006	4	9	0	0	0	0	1.016	0
2006	4	10	0	0	0	2.794	2.286	0
2006	4	11	0	0	0	0	0	0
2006	4	12	0	0	0	0.762	0.254	10.16
2006	4	13	0	0	0	0.254	0	2.54
2006	4	14	0	0	0	0.254	3.048	5.08
2006	4	15	0	0	0	0.508	7.366	5.08
2006	4	16	0	0	0	0	0	2.54
2006	4	17	0	0	0	0	0.508	2.54
2006	4	18	0	0	0	0	0	0
2006	4	19	0	0	0	0	0	2.54
2006	4	20	0	0	0	0	0	0
2006	4	21	0	0	0	0.508	0	0
2006	4	22	0	0	0	2.032	0	10.16
2006	4	23	0	0	0	0	0	0
2006	4	24	0	0	0	0	0	0
2006	4	25	0	0	0	0	0	0
2006	4	26	0	0	0	0	0	0
2006	4	27	0	0	0	0	0	2.54
2006	4	28	0	0	0	0	0	0
2006	4	29	0	0	0	2.794	10.414	0
2006	4	30	0	0	0	0.508	0	0
2006	5	1	0	0	0	0	0	12.7
2006	5	2	0	0	0	0.508	0	2.54
2006	5	3	0	0	0	0	0	0
2006	5	4	0	0	0	0	0	0
2006	5	5	0	0	0	0	0	0
2006	5	6	0	0	0	0	0	0
2006	5	7	0	0	0	0.254	0.254	5.08
2006	5	8	0	0	0	0.762	0	5.08
2006	5	9	0	0	0	0	0	0
2006	5	10	0	0	0	0	0	0
2006	5	11	0	0	0	0	0	0
2006	5	12	0	0	0	0	0	0
2006	5	13	0	0	0	0	0	0
2006	5	14	0	0	0	0	0	0
2006	5	15	0	0	0	0	0	0
2006	5	16	0	0	0	0	0	0
2006	5	17	0	0	0	0	0	0
2006	5	18	0	0	0	0	3.048	0
2006	5	19	0	0	0	3.048	8.128	0
2006	5	20	0	0	0	2.032	0	2.54
2006	5	21	0	0	0	0	1.524	0
2006	5	22	0	0	0	0.254	3.81	0
2006	5	23	0	0	0	0	1.27	0
2006	5	24	0	0	0	1.016	0.508	0
2006	5	25	0	0	0	5.08	0.508	7.62
2006	5	26	0	0	0	5.08	0.254	2.54
2006	5	27	0	0	0	3.048	0.508	25.4
2006	5	28	0	0	0	12.954	7.62	15.24
2006	5	29	0	0	0	0.508	0.254	2.54
2006	5	30	0	0	0	0	0	0
2006	5	31	0	0	0	0	0	0
2006	6	1	0	0	0	0	0	0
2006	6	2	0	0	0	1.27	1.524	5.08
2006	6	3	0	0	0	0	0	0
2006	6	4	0	0	0	4.826	22.606	7.62
2006	6	5	0	0	0	0	0	0
2006	6	6	0	0	0	0	0	2.54
2006	6	7	0	0	0	6.858	5.588	0
2006	6	8	0	0	0	0.508	6.096	2.54
2006	6	9	0	0	0	10.414	6.858	17.78
2006	6	10	0	0	0	4.572	19.558	10.16
2006	6	11	0	0	0	2.032	0.254	10.16
2006	6	12	0	0	0	0	0	2.54
2006	6	13	0	0	0	10.922	8.636	0
2006	6	14	0	0	0	7.62	7.366	0
2006	6	15	0	0	0	28.956	0	15.24
2006	6	16	0	0	0	4.064	0	0
2006	6	17	0	0	0	0.254	0	0
2006	6	18	0	0	0	0	0	0
2006	6	19	0	0	0	1.016	0	5.08
2006	6	20	0	0	0	0.508	0	0
2006	6	21	0	0	0	0	0	0
2006	6	22	0	0	0	0	0	0
2006	6	23	0	0	0	0	0	0
2006	6	24	0	0	0	0	0	0
2006	6	25	0	0	0	0	0	0
2006	6	26	0	0	0	0	0	0
2006	6	27	0	0	0	0	0	0
2006	6	28	0	0	0	0	0	0
2006	6	29	0	0	0	0.254	0	2.54
2006	6	30	0	0	0	0	0	0
2006	7	1	0	0	0	12.446	0	0
2006	7	2	0	0	0	0	0	0
2006	7	3	0	0	0	0	0	2.54
2006	7	4	0	0	0	0	2.032	0
2006	7	5	0	0	0	1.016	0	10.16
2006	7	6	0	0	0	15.494	0	7.62
2006	7	7	0	0	0	0	0	0
2006	7	8	0	0	0	0	0	2.54
2006	7	9	0	0	0	0	0	0
2006	7	10	0	0	0	2.54	0	0
2006	7	11	0	0	0	0	0.254	2.54
2006	7	12	0	0	0	0	0.254	0
2006	7	13	0	0	0	0	0	0
2006	7	14	0	0	0	0	0	0
2006	7	15	0	0	0	0	0	0
2006	7	16	0	0	0	0	0	0
2006	7	17	0	0	0	0	0	0
2006	7	18	0	0	0	0	0	0
2006	7	19	0	0	0	0	0	0
2006	7	20	0	0	0	0	0	0
2006	7	21	0	0	0	0	0	0
2006	7	22	0	0	0	0	0	0
2006	7	23	0	0	0	0	0	0
2006	7	24	0	0	0	0	0	0
2006	7	25	0	0	0	0	0	0
2006	7	26	0	0	0	0	0	0
2006	7	27	0	0	0	0	0	0
2006	7	28	0	0	0	0	0	0
2006	7	29	0	0	0	0.254	0	0
2006	7	30	0	0	0	0	0	0
2006	7	31	0	0	0	0	0	0
2006	8	1	0	0	0	0	0	0
2006	8	2	0	0	0	0	0	0
2006	8	3	0	0	0	0	0	0
2006	8	4	0	0	0	0	0	0
2006	8	5	0	0	0	0	0	0
2006	8	6	0	0	0	0	0	0
2006	8	7	0	0	0	0	0	0
2006	8	8	0	0	0	0.254	0	0
2006	8	9	0	0	0	0	0	0
2006	8	10	0	0	0	0	0.254	0
2006	8	11	0	0	0	0	0	0
2006	8	12	0	0	0	0	0	0
2006	8	13	0	0	0	0	0	0
2006	8	14	0	0	0	0	0	0
2006	8	15	0	0	0	1.016	0	2.54
2006	8	16	0	0	0	0	0	20.32
2006	8	17	0	0	0	2.794	0	0
2006	8	18	0	0	0	0	0	0
2006	8	19	0	0	0	0	0	0
2006	8	20	0	0	0	0	0	2.54
2006	8	21	0	0	0	0	0	0
2006	8	22	0	0	0	0	0	0
2006	8	23	0	0	0	0	0	0
2006	8	24	0	0	0	0.254	0	0
2006	8	25	0	0	0	0	0	0
2006	8	26	0	0	0	0	0	0
2006	8	27	0	0	0	0	0	2.54
2006	8	28	0	0	0	0.254	0	0
2006	8	29	0	0	0	1.27	0	0
2006	8	30	0	0	0	0	6.096	2.54
2006	8	31	0	0	0	4.572	0	0
2006	9	1	0	0	0	0	0	0
2006	9	2	0	0	0	0	0	0
2006	9	3	0	0	0	0	0	0
2006	9	4	0	0	0	0	0	0
2006	9	5	0	0	0	0	0	0
2006	9	6	0	0	0	0	0	0
2006	9	7	0	0	0	0	0	0
2006	9	8	0	0	0	0	0	0
2006	9	9	0	0	0	0	0	0
2006	9	10	0	0	0	0	0	0
2006	9	11	0	0	0	0	0	0
2006	9	12	0	0	0	0	0	0
2006	9	13	0	0	0	4.318	0.762	0
2006	9	14	0	0	0	6.604	0	12.7
2006	9	15	0	0	0	1.016	0	10.16
2006	9	16	0	0	0	0.508	0	10.16
2006	9	17	0	0	0	0	0	0
2006	9	18	0	0	0	0.254	2.032	2.54
2006	9	19	0	0	0	12.954	0	5.08
2006	9	20	0	0	0	0.508	4.064	0
2006	9	21	0	0	0	3.81	1.27	12.7
2006	9	22	0	0	0	0	0	20.32
2006	9	23	0	0	0	0	0	2.54
2006	9	24	0	0	0	0	0	0
2006	9	25	0	0	0	0	0	2.54
2006	9	26	0	0	0	0	0	0
2006	9	27	0	0	0	0	0	0
2006	9	28	0	0	0	0	0	2.54
2006	9	29	0	0	0	0	0	0
2006	9	30	0	0	0	0	0	0
2006	10	1	0	0	0	0	0	0
2006	10	2	0	0	0	0	0	0
2006	10	3	0	0	0	0	0	0
2006	10	4	0	0	0	0	0	0
2006	10	5	0	0	0	0	0	0
2006	10	6	0	0	0	0	0	0
2006	10	7	0	0	0	0	0	0
2006	10	8	0	0	0	0	0	2.54
2006	10	9	0	0	0	0	0	0
2006	10	10	0	0	0	0	0	2.54
2006	10	11	0	0	0	0	0	0
2006	10	12	0	0	0	0	0	0
2006	10	13	0	0	0	0	0	0
2006	10	14	0	0	0	0.254	3.048	2.54
2006	10	15	0	0	0	4.318	12.954	0
2006	10	16	0	0	0	1.27	9.398	7.62
2006	10	17	0	0	0	0	0	2.54
2006	10	18	0	0	0	2.032	1.016	5.08
2006	10	19	0	0	0	7.366	0.508	7.62
2006	10	20	0	0	0	1.016	0	20.32
2006	10	21	0	0	0	0.254	0	2.54
2006	10	22	0	0	0	0	0	2.54
2006	10	23	0	0	0	0	0	0
2006	10	24	0	0	0	0	0	0
2006	10	25	0	0	0	0	0	0
2006	10	26	0	0	0	0	0	2.54
2006	10	27	0	0	0	0	0	0
2006	10	28	0	0	0	0	0	2.54
2006	10	29	0	0	0	1.27	0.254	12.7
2006	10	30	0	0	0	0	0	2.54
2006	10	31	0	0	0	0	0	0
2006	11	1	0	0	0	0	0	2.54
2006	11	2	0	0	0	1.778	6.858	7.62
2006	11	3	0	0	0	0.254	0.762	7.62
2006	11	4	0	0	0	0.762	8.636	7.62
2006	11	5	0	0	0	3.81	6.604	5.08
2006	11	6	0	0	0	8.89	5.588	27.94
2006	11	7	0	0	0	0.508	4.826	53.34
2006	11	8	0	0	0	0	0	0
2006	11	9	0	0	0	0.254	0	2.54
2006	11	10	0	0	0	0.508	13.97	5.08
2006	11	11	0	0	0	0.762	0	22.86
2006	11	12	0	0	0	0	9.144	12.7
2006	11	13	0	0	0	1.016	0	20.32
2006	11	14	0	0	0	0	0	5.08
2006	11	15	0	0	0	2.286	1.524	12.7
2006	11	16	0	0	0	2.032	0	2.54
2006	11	17	0	0	0	0	0	0
2006	11	18	0	0	0	0	0	0
2006	11	19	0	0	0	0.254	8.89	7.62
2006	11	20	0	0	0	2.032	2.032	5.08
2006	11	21	0	0	0	1.27	0.508	17.78
2006	11	22	0	0	0	0.508	18.288	5.08
2006	11	23	0	0	0	5.08	6.096	12.7
2006	11	24	0	0	0	0.508	0	22.86
2006	11	25	0	0	0	0.762	0	10.16
2006	11	26	0	0	0	3.048	9.906	0
2006	11	27	0	0	0	0.254	0	0
2006	11	28	0	0	0	0	0	2.54
2006	11	29	0	0	0	2.54	2.286	2.54
2006	11	30	0	0	0	0.254	0	12.7
2006	12	1	0	0	0	0	0	2.54
2006	12	2	0	0	0	0	0	0
2006	12	3	0	0	0	0	0	2.54
2006	12	4	0	0	0	0	0	7.62
2006	12	5	0	0	0	0	0	0
2006	12	6	0	0	0	0	0	2.54
2006	12	7	0	0	0	0	0	7.62
2006	12	8	0	0	0	0	0	0
2006	12	9	0	0	0	0	2.286	0
2006	12	10	0	0	0	0	1.524	0
2006	12	11	0	0	0	0.508	3.81	2.54
2006	12	12	0	0	0	0.254	8.128	5.08
2006	12	13	0	0	0	6.604	5.08	20.32
2006	12	14	0	0	0	8.89	10.414	15.24
2006	12	15	0	0	0	0	0	12.7
2006	12	16	0	0	0	0	0	2.54
2006	12	17	0	0	0	0	0	0
2006	12	18	0	0	0	0	0	0
2006	12	19	0	0	0	0	0	2.54
2006	12	20	0	0	0	0.254	2.032	2.54
2006	12	21	0	0	0	0	0.254	0
2006	12	22	0	0	0	0.254	3.556	0
2006	12	23	0	0	0	1.016	0	10.16
2006	12	24	0	0	0	0	2.54	2.54
2006	12	25	0	0	0	1.524	6.604	10.16
2006	12	26	0	0	0	5.588	10.16	5.08
2006	12	27	0	0	0	7.874	2.794	2.54
2006	12	28	0	0	0	0	0	0
2006	12	29	0	0	0	0	0	0
2006	12	30	0	0	0	0.254	0	0
2006	12	31	0	0	0	0	0	0
2007	1	1	0	0	0	1.27	0	2.54
2007	1	2	0	0	0	2.032	2.54	15.24
2007	1	3	0	0	0	2.032	2.286	33.02
2007	1	4	0	0	0	0	0	10.16
2007	1	5	0	0	0	0.254	0.254	10.16
2007	1	6	0	0	0	0.254	0	17.78
2007	1	7	0	0	0	1.27	0.762	12.7
2007	1	8	0	0	0	0	0	0
2007	1	9	0	0	0	0	0	0
2007	1	10	0	0	0	0	2.286	0
2007	1	11	0	0	0	0	0	0
2007	1	12	0	0	0	0	0	0
2007	1	13	0	0	0	0.508	0.254	0
2007	1	14	0	0	0	0	0	0
2007	1	15	0	0	0	0.254	0	0
2007	1	16	0	0	0	0	0.254	5.08
2007	1	17	0	0	0	0.254	0	0
2007	1	18	0	0	0	1.524	2.286	2.54
2007	1	19	0	0	0	2.032	1.524	2.54
2007	1	20	0	0	0	0.508	2.032	12.7
2007	1	21	0	0	0	0	0	0
2007	1	22	0	0	0	4.318	0	5.08
2007	1	23	0	0	0	0.508	1.016	10.16
2007	1	24	0	0	0	0	0	0
2007	1	25	0	0	0	0	0	0
2007	1	26	0	0	0	0	0	0
2007	1	27	0	0	0	0	0	0
